clean_textdisplay,predicted_sentiment,confidence_score
bahan baku baterai electric vehicle itu lbh mahal amp berharga dari pada manusia indon brbrbrkenapa pajaknya hrs sih brbrbryg beli juga kebanyakan org kaya pemerintah botol,positive,0.9951508
ayo beli beyede,positive,0.8073383
harga jt jgn byk komplain dulu gue thn beli livina type terendah harga jt skrg thn dgn duit jt lu dpt mobil ky atto itu luar biasa banget cuy,negative,0.9918162
duit zimbabwe emng g ada harganya avanza udah nyentuh jt dulu awal launching tipe plg murah cmn jtan berarti harusnya avanza bisa nyentuh m wkwkwkk,negative,0.9640244
masalahnya jt skarang dapatnya lcgc kalo non electric vehicle,positive,0.8304461
kalau semua pembeli berpikiran seperti andadealer ga mikirin komplain,negative,0.85975903
di china itu mobil sangat murah,negative,0.98960435
yg punya saya tombol stir bagian kanan selalu hangatklo yg kiri tidak,neutral,0.7737881
sy termsuk orang yg blm brani bli mbil cinaapalagi yg electric vehicle mngkin thn lgi yak,positive,0.98531497
orang beli atto itu cari murah dan electric vehicle yg pasti iritnya ga mikir harga jual apalagi kenyamanan berlebih krn atto emang bener lcgc asli beneran,negative,0.9978877
tdnya mau beli gara liat ini g jd beli padahal dah ada tabungan,positive,0.78577083
yang sempurna cuma produk toyota astra doang ya min,positive,0.941111
ah nunggu th mendatang yg beli mobil listrik kayaknya lagi di buat kelinci percobaan,positive,0.8610715
mobil amerika jarang lihat di jalan,positive,0.999065
byd punya pengepul mobil juga mati di tengah jalan tuh bahas dong min,positive,0.9934243
si pengepul mobil pasang audio tambahan dan disambungkan hy aki mobil yah tekor lah aki mobil nya ksalahan dia sdiri maka nya tonton sampe habis channelnya jgn nonton awal aja,positive,0.9583225
byd di bombardir sahabat bahan bakar minyak dan bengkel bengkel konvensional,neutral,0.99876165
ga kuat nanjak intinya skill issue not an mesin issue,neutral,0.5868705
pertanyaan ini mobil fwd atau rwd untuk electric vehicle harusnya tetap bisa pakai rwd tanpa masalah efisiensi penyaluran daya dan kenyamanan karena ukuran motor listriknya kecil dan tanpa banyak drivetrain pendukung kaya kopling transmisi,negative,0.8005553
lebih baik beli geely mereka punya dan belajar dari volvo lotus smart dan lain,negative,0.94920087
agak iklan skrang ke mobil listrik bang jdi susah ngegas,positive,0.9939604
mnurut aku sih kalo dipake setiap hari km atau jam masih worth pake electric vehicle,negative,0.94610447
saya pengguna atto sejak oktober dan sekarang sudah km lebih pentingnya baca manual book itu benar sekali saya jg ada mobil ice drumah panther dan brio saya setuju dengan perihal diatas cuma berembun berlebihan saja masalah selama ini yg sedikit menggangubryg lainnya amanbrkekedapan malah bisa dibilang jauh lebih kedap dibanding agya briobrtanjakan tergantung si driver saya bawa ke dieng juga kuat saja brjarak tergantung driver dan cara mengemudinya juga semakin lu petot gasnya ya boros tp selama ini jarak tempuh km nya juga mendekati klaimnyabrintinya pengalaman saya setelah pakai selama sebulan lebih ni mobil nyaman dan wort it ketika dipakai wara wiri kerja dengan jarak tempuh harian saya km setiap hari,negative,0.9297802
emang ya mobil listrik motor listrik selalu di tulis itu jarak tempuh xxkm seharusnya kalimat jarak tempuh maksimal karena kan kita patokannya emang jarak tempuh sesuai iklan ini malah jauh dari iklannya,positive,0.98062116
harga jual anjlok apa lagi dipakai udah lwt tahun bisa jadi di bwh jt blm lg kslo rusak,positive,0.99831724
yang pasti bukan bukan kaum mendang mending setelah tahun mobil ini wajib ganti,positive,0.99709415
china lemah di produk berbahan karet,positive,0.9774851
sebenernya yang bikin ngeri apa iya kalo mobil listrik mogok bisa tiba berhenti dan tidak bisa bergerak lagi ngga kebayang kalo kecepatan tinggi tiba roda terkunci mendadak ngga bahaya ta mungkin harus ada pemerhati otomotif yg coba mensimulasikan sekaligus klarifikasi kebenaran kondisi ini,positive,0.9940315
yaa utk mobil di bwh rpjt brharap di toleransi brklw tdk ada mobil dari cina brkita kaum mendang mending hny bs membeli mobil bekas yg interior dan fasilitas yg sgt konvensional,positive,0.94557923
gak kuat nanjak sudah pasti tuh orang gak faham mode berkendara eco normal sport,positive,0.99739707
ah atto gw baik ajaenak semuanya yg langsung berdampak ke gw iriit coy gw cuma mikir etoll sama parkir aja selebihnya enakk nda nyesel,positive,0.767448
di china juga ada musim panas malah lebih panas dari sini,positive,0.69023854
dari komentar teratas menjelaskan kenapa nantinya pengguna atto bisa menjadi makhluk menyebalkan ingat harga ya bapak n ibu,positive,0.9635584
harga beli mobil murah pengeluaran bulanan juga jadi bisa hemat banyak bgt aja udah alhamdulillah,negative,0.9983714
tapi memang jarak tempuh menurut saya agak overclaim saya pakai atto buat mobilitas sehari hari dengan jarak tempuh minggu kurang lebih km ternyata sampai km baterai sudah di tapi ya okelah ga terlalu masalah ama satu lagi setuju memang ac nya kurang nyess walau dingin tapi ya kurang nyess aja dan untuk perihal lain sepertinya belum mengalamin karena mobil baru bulan belum ketemu aneh nya,positive,0.7621721
sejujurnya saya lebih percaya mobil jepang kalau butuh mobil baru saya akan beli merek jepang lagi,negative,0.9873974
saya member mobil honda dari bang hrv prestige saya hand brake nya rusak dan saya ganti sendiri loh copotan nya kok made in china ya sudahlah,positive,0.99839145
gue punya ice honda all new brv dan atto kontennya ga relate bgt si overclaim km ga ada deh emg km untuk type premium peredaman jg jauhh lbh bagus dr harfa mobjep sekelas bahkan diatasnya so atto worth it bgt sejauh ini,negative,0.99880254
ga heran karena produk cina emang mementingkan kuantitas bukan kualitas wajar aja mereka menjadi negara dengan teknologi paling maju,positive,0.63633865
boy tdk mempan narasinya mempegaruhi penjualan byd atto anak anak muda indonesia sudah pintar saat ini tdk menelan mentah mentah narasi yg tdk bertanggung jawab,positive,0.9374241
bukan ikut-ikutan electric vehicle sih sebenarnya tapi karena bahan bakar minyak di indo yg kualitasnya sedang bermasalah,positive,0.9963471
cebokin mulu min electric vehicle china malu tuh sama mobil penyakitan rush konde udah mau dua puluh taun ga ada tuh ac ga dingin ga kuat nanjak error sana sini,positive,0.9993092
alhamdullilah ato kuga ada masalahbruntuk nanjak kuat kok bahkan lebih bertenaga,negative,0.9981889
sekarang aja udah ngeselin rebutan stasiun pengisian kendaraan listrik umum sama dua model atto dan m atto pribadi yg m biasanya driver grab premium,neutral,0.68268615
tidak bisa menyalahkan satu pihak saja ini juga efek maksa ckd dengan sdm yang belum mumpuni supervising kurang jadi barang rakitan terlihat cacat produksi,positive,0.9991166
rego nggowo rupo,neutral,0.9565207
ampir di semua pabrikan klo batch pertama emang banyak cacat nya mending nunggu batch versi facelift mngkin atau taun lg,positive,0.99739033
overclaim sih parah,positive,0.99941885
saya ingin menyampaikan apresiasi tulus saya kepada byd karena telah memilih saya sebagai salah satu pemenang beruntung dalam undian mobil tahunan yang sedang berlangsung jujur saja ini terasa seperti mimpi yang menjadi kenyataan pengalaman mengendarai mobil listrik mereka secara langsung telah menunjukkan kepada saya betapa mengesankan halus dan berdesainnya kendaraan byd jika anda belum berpartisipasi saya sangat mendorong anda untuk mencobanya anda tidak pernah tahumomen keberuntungan anda mungkin akan datang dan anda akan dapat menikmati salah satu mobil listrik terbaik di pasaran terima kasih byd atas kesempatan yang tak terlupakan ini,negative,0.9979259
kalau mau beli coba tanya sama yg sudah pakai electric vehicle minimal tahun rata rata pada nyesel dan mulai tau kekurangan dari electric vehicle atau pelayanan after tenaga penjualnya,positive,0.9954281
tergantung kebutuhan kalau ada kekurangan ya diperbaiki,neutral,0.57159436
atto dipake nanjak digunung itu sih seperti pake pisau dapur buat motong pohon bukan peruntukan nya aneh sekali,positive,0.9981438
goblok jir masa charging hp prngaruh ke jarak tempuhdan aksesoris lainya pengaruh jarak tempuhtololev tetep pake aki mobil v buat srmua instrumenbatre electric vehicle buat motor listrik ajaparaj ini cannel,neutral,0.9891038
barang china itu gimmick kelihatan doang lux,positive,0.9872153
baru pake mingguan aman amp enak enak aja tuh body nya sexy abiss,negative,0.997493
duit jt dipikir segede itu kali ya saya kaumquot koret medit pelit yg ngerasa harga bensin mahal bener,positive,0.99948895
ulasan atto oleh user wuling air electric vehicle,neutral,0.99898523
bahas kei car min,neutral,0.9305864
ya wajar si yang bikin aja robot borongan makanya qcnya kurang,positive,0.99924767
itu ngembun krn setting ac nya diarahin ke kaca kaca mana yg kuat kena ac langsung tp ga ngembun,positive,0.4235011
bukan indonesia tapi di pulau jawa saja yg booming bang tidak ada kan terlihat mobil listrik terendam banjir di sumatera,neutral,0.9405643
klo ac ngaruh di mode klo pke normal atau sport aman kok acnya klo pke eco emang ketahan jg dan untuk klaim jarak sofar oke kok wajar sy pke binguo km jg ke cm km kmrn sempet cm dibawah km karena kondisi lgi mcet bgt dan emang mayan sering bejek,negative,0.99596834
byd buy your death,neutral,0.9594911
perihal ngembun itu benar sebenarnya simple solution nya tinggal setting temperature nya di naikin saja ke nomor atau,neutral,0.79469436
karena yg beli itu kemungkinan kaum lcgc yg berubah pikiran yg bawa mobil kayak bawa motor tdk paham tata krama dan aturan lalu lintas,positive,0.9983583
kita breakdown satu ya gap mesin ini memang fatal tapi kalo memang ada dan langsung diberesin sama dealer kenapa mesti ribet gap body gak presisi nah ini relatif mau bandingin sama electric vehicle harga jt keatas atau mobil ice yang harganya selevel kalo bandingin sama electric vehicle mode hyundai ioniq atau byd seal ya jelas kalah jauh lah tapi kalo bandingin sama lcgc gw yakin lebih parah lcgc karena kk gw beli yg sekelas civic hatchback aja beberapa part gapnya gak presisi ac kurang dingin ini juga relatif bahkan lu sendiri bilang dingin sih tapi kayak kurang aja ambigu banget kalimatnya jadi kalo masih feeling personal masing ya gabisa dijadiin pegangan kecuali ada yang tes pake thermometer misalnya nah itu baru bisa kita bahas lebih lanjut embun berlebih fisika dasar udah dijelasin juga skip peredaman suara sama kayak nomor diatas skip overclaim jarak tempuh nah ini kayak yg udah dijelasin juga hampir semua pabrikan mau mobil motor sampe pompa air juga akan ngelakuin hal yang sama yang boleh overclaim jarak tempuhkonsumsi bahan bakar minyak cuma supra fitrevo fit yg kena uap bensin bisa nyala gabisa nanjak belajar bawa mobil lagi logikanya electric vehicle torsi lebih gede dibilang gak kuat nanjak ya kocak aja notif aneh mobil tipe baru belum jadi pengetahuan umum makanya harus belajar lagi baca lagi jangan dikit langsung barang jelek nih kebiasaan orang indo kalo ini judge dulu investigasi belakanganbr mogok tibabrnah ini ini baru yang perlu dibahas daritadi gw liat masalahnya kebanyakan subyektif dari user bukan mobilnya sendiri kalo ini wajib tatap muka sama pihak byd karena di cina casenya banyak disini tindakannya gimana karena disini barang jelek kalo sogokan bagus akan ilang sendiri beritanya tinggal customer yang kesiksa sendiri ambil contoh dari case rangka honda beat yang kemarin itu dah kelar intinya ini mobil murah jadi tolong ekspektasi jangan ketinggian kalo mau compare compare lah dengan yang harganya masih selevel gw udah tes mobil ini sama lcgc buset dah ampe bingung nyari menangnya lcgc apaan selain bengkel yang lebih banyak,positive,0.9964845
harga segitu beli mobil bekas bmw atau mercy atau suv japan gagah awet tahan lama tahan banting tahan tahan segala medan di indonesia,negative,0.99874073
bensinnya euy yang ada mobilnya diem di garasi terus,positive,0.54182345
di mana mobil china jelek kualitas nya,positive,0.99948114
liatt yg jarak overclaim gambar baterai consumenya dibejek sampe kwh ya gimana ga abis baterai ya baru km,positive,0.99919194
bagi yg berminat utk ambil mobil electric vehicle cb berikan budget utk beli apar khusus utk baterai lithium,neutral,0.99779415
gw kasih tau aja electric vehicle mocin dgn build quality terbaik di konoha beli aion semua line up aion build quality terbaik paling minim komplain pendapat ini bisa bias tapi karena sudah pernah punya brand mocin terbesar dan tes jangka panjang brand lain,negative,0.9984944
menurut w mobil china kualitas kurang bagus bos harga suku cadang nya aja susah dan mahal misalkan dijual lagi harga jatoh banget kebanding mobil buatan jepang seperti toyota sm daihasu dll bos,positive,0.9988368
saya user atto blm ada ngalamin trouble seperti yg disebutkan saya ganti kaca film yg bagus karena mmg bnyk komentar kalau kaca film bawaan sangat panas jadi saya tdk pernah bermasalah dengan ac panas ac selalu berasa dingin kalau kekedapan itu lebih berasa di ban nya yg agak berisik kalau kabin nya sendiri berasa waktu tutup pintu cukup kedap saya ada mobil electric vehicle dan ice jadi tidak memihak kemanapun tapi so far experience driving atto very worth the price,negative,0.99840015
betul tentang ac nya ngembun bisa di pelajari settingannya yng pas di mana biar ga ngembun soalnya ac untuk y g type dinamic dan premium beda aturan fitur setingan saya sdh pelajari dua electric vehicle atto saya type masing masing,positive,0.37546962
semua brand baik murah atau mahal pasti buruk dgn cacat celanya dimata dan akalnya warga negara mendonia yg suka ngata ketar ketir duniabrlangsung mana dia brand sempurna tapi murah dari indo esemka pindad maung sampai saat ini semua itu tak pernah lebih dari nama khas buat konten ngata ngata negara lain khususnya tetangga yg sudah lama memiliki industri automotif dan sudah lama menjual kenderaan baik motorsikal mahupun mobil,positive,0.97142863
bang sebelumnya udah riset sejauh apa tentang hal hal di byd atto atau cuma sekedar nyari celah konten ajabrmungkin menurut kita a href lubang kecil itu gak ada fungsi atau sekedar missed detail tapi pabrikan juga ga bodoh dalam hal pengembangan dan designbrapalagi byd sendiri designer nya wolfgang egger jadi hal hal minor kayak gitu ga mungkin gak di pikirin tentang gap dan segala macamnyabrtanpa ada klarifikasi sendiri dari byd apalagi pabrikan china sekarang udah mulai berkembang tentang build quality dan durabilitybrbuktinya aja byd udah bisa masuk pasar amerika yang mana disitu ada tesla atau jepang sendiri pun juga udah masuk byd,positive,0.5731557
denger dari videonya sih cuma denger dr katanya orang amp cuma baru pinjem tetangganya paling keliling kompleksy punya atto cukup puas dengan mobilnya nyaman serasa naik kereta whoosh tapi versi mobilnya tenaga cukup berlimpah meliuk liuk di tanjakan nagrek dan untuk salip menyalip melibas kebetulan sy baru pulang bandungtasik pp,negative,0.9985783
